nom,prénom,email,département,naissance,visites,dépenses
Fernandez,Victoire,vfernandez@tele2.fr,92,1954-07-24,49,7053.57
Joseph,Richard,rjoseph@laposte.net,90,1993-06-11,26,2711.08
Martins,Aurélie,amartins@tiscali.fr,58,2005-07-10,116,13543.38
Launay,Victor,vlaunay@ifrance.com,03,1986-02-22,139,9551.04
Hoareau,Jérôme,jhoareau@sfr.fr,2B,1999-10-24,77,8612.21
Brun,Sébastien,sbrun@gmail.com,93,1997-09-26,59,3003.46
Delahaye,Élodie,edelahaye@hotmail.fr,21,1997-01-15,134,8367.46
Richard,Anaïs,arichard@tiscali.fr,972,1964-03-08,92,3981.64
Lacroix,Maurice,mlacroix1@hotmail.fr,45,1973-11-25,141,19743.2
Schmitt,Pauline,pschmitt@noos.fr,87,1962-01-06,49,4824.46
Paris,Sylvie,sparis@hotmail.fr,78,1980-11-27,55,4326.85
Andre,Jean,jandre@voila.fr,54,1997-06-27,145,667.05
Costa,Camille,ccosta1@ifrance.com,29,1960-11-22,132,2035.56
Rousseau,Olivier,orousseau@yahoo.fr,60,1990-03-25,137,3089.21
Dufour,Agathe,adufour@tiscali.fr,83,1950-09-05,149,17727.25
Michel,René,rmichel2@tiscali.fr,74,1971-06-28,35,2089.6
Guillon,Éléonore,eguillon1@voila.fr,59,1965-08-17,68,4948.6
Dupuis,Françoise,fdupuis1@wanadoo.fr,61,1982-02-10,98,7061.63
Noel,Martine,mnoel@orange.fr,55,1971-05-04,143,1255.41
Samson,Zoé,zsamson@laposte.net,60,1963-11-20,2,107.65
Lucas,Patricia,plucas1@bouygtel.fr,16,1984-03-25,93,10765.56
Herve,Marthe,mherve@voila.fr,63,2001-06-01,52,6879.24
Schmitt,Maggie,mschmitt@voila.fr,65,2002-03-19,123,4897.5
Gaudin,Pauline,pgaudin1@tiscali.fr,28,1940-09-10,75,2159.31
Roux,Odette,oroux@tiscali.fr,45,1950-06-24,54,2619.62
Techer,Noémi,ntecher@yahoo.fr,46,1944-05-26,89,7596.08
Maurice,Sabine,smaurice@sfr.fr,33,1998-09-07,123,5280.65
Lebreton,Jacqueline,jlebreton1@noos.fr,03,1963-09-30,27,2433.61
Pierre,Margot,mpierre1@laposte.net,10,1946-02-18,126,726.68
Barbier,Geneviève,gbarbier@hotmail.fr,83,1999-10-22,151,5431.69
Rey,Henri,hrey@laposte.net,2B,1961-11-27,106,9766.85
Peron,Alexandria,aperon1@bouygtel.fr,67,1949-03-07,67,5870.49
Morel,Valérie,vmorel@hotmail.fr,14,1954-09-30,17,938.56
Lecomte,Maryse,mlecomte@hotmail.fr,58,1988-04-06,67,371.96
Delattre,Josette,jdelattre1@wanadoo.fr,55,1958-05-25,7,806.34
Gonzalez,Franck,fgonzalez@tiscali.fr,04,1973-05-07,126,7794.51
Barre,Corinne,cbarre1@orange.fr,51,1949-10-30,11,1021.57
Levy,Thibaut,tlevy1@gmail.com,95,1970-08-04,43,4549.98
Leconte,Christine,cleconte1@tiscali.fr,24,2002-02-09,125,15825.94
Gaillard,Céline,cgaillard@sfr.fr,51,1945-09-19,114,7739.5
Petitjean,Gabrielle,gpetitjean@wanadoo.fr,75,1975-10-19,64,1180.57
Collin,Noël,ncollin1@dbmail.com,87,1991-11-20,128,13470.05
Dubois,Agathe,adubois3@yahoo.fr,2B,1979-06-09,80,9757.37
Buisson,Alexandria,abuisson2@dbmail.com,69,1972-12-21,105,7969.57
Ruiz,Brigitte,bruiz@sfr.fr,49,1989-08-24,87,546.21
Legrand,Martine,mlegrand@noos.fr,55,1954-05-25,90,2274.29
Joseph,Laurence,ljoseph@ifrance.com,86,1969-06-25,110,10273.32
Buisson,Simone,sbuisson1@hotmail.fr,47,1988-02-27,150,19545.19
Rodrigues,Nathalie,nrodrigues1@dbmail.com,02,1954-06-09,89,7702.8
Jacquet,Théodore,tjacquet@free.fr,57,1978-04-06,62,4166.58
Blanchet,Alphonse,ablanchet@noos.fr,02,1968-07-26,11,1030.64
Marchand,Gérard,gmarchand@noos.fr,2B,1969-08-31,117,8864.42
Nicolas,Alexandre,anicolas2@voila.fr,42,1943-05-09,64,2424.02
Lebreton,Émile,elebreton@voila.fr,71,1973-01-16,31,4374.69
Pages,Pénélope,ppages1@bouygtel.fr,47,1979-08-06,3,112.12
Gonzalez,Nathalie,ngonzalez1@gmail.com,46,1992-05-14,103,9146.09
Etienne,Laurence,letienne1@tele2.fr,57,1946-08-04,36,3037.96
Pelletier,Laetitia,lpelletier1@live.com,2B,1999-11-09,68,3825.91
Barbier,Mathilde,mbarbier1@tiscali.fr,90,1959-08-02,122,17278.94
Herve,Édouard,eherve1@wanadoo.fr,88,1988-08-20,101,6980.64
Durand,William,wdurand@noos.fr,74,1972-03-24,33,2934.56
Dumont,William,wdumont@free.fr,85,2002-01-22,24,557.1
Lamy,Diane,dlamy1@yahoo.fr,2B,1986-06-28,120,13001.82
Goncalves,Henriette,hgoncalves1@wanadoo.fr,25,1991-09-03,57,4611.84
Daniel,Anastasie,adaniel1@tiscali.fr,14,1967-12-07,80,4354.3
Pottier,Claude,cpottier@dbmail.com,25,1985-11-20,115,5144.4
Mace,Josette,jmace@gmail.com,02,1973-11-27,16,876.57
Roussel,Henri,hroussel2@ifrance.com,37,1944-04-27,110,15386.61
Seguin,Philippine,pseguin@live.com,36,1952-09-02,126,9625.82
Gautier,David,dgautier1@gmail.com,30,1996-08-28,39,980.13
Brun,Adrienne,abrun@voila.fr,41,1987-01-13,50,3217.89
Bouvier,Hortense,hbouvier@bouygtel.fr,70,1998-12-18,54,3674.1
Texier,Honoré,htexier@yahoo.fr,59,1956-04-21,149,20601.88
Maillot,Madeleine,mmaillot@live.com,39,1955-03-04,104,1333.1
Blondel,Victor,vblondel@yahoo.fr,26,1940-05-27,128,11922.02
Carlier,Édouard,ecarlier7@bouygtel.fr,22,1946-06-02,63,666.4
Blanchard,Anouk,ablanchard@laposte.net,41,1955-08-26,59,1119.81
Bazin,Colette,cbazin1@hotmail.fr,94,1958-08-10,46,5163.51
Alexandre,Lorraine,lalexandre@sfr.fr,72,1961-01-23,31,2122.81
Leleu,Mathilde,mleleu2@dbmail.com,91,1964-11-13,26,3299.05
Labbe,Océane,olabbe@wanadoo.fr,76,1961-01-21,106,8468.97
Torres,Victor,vtorres2@tele2.fr,47,2003-02-23,54,6705.88
Lamy,Honoré,hlamy@wanadoo.fr,27,1993-09-16,132,3802.22
Turpin,Joséphine,jturpin1@voila.fr,94,1975-04-17,70,8052.63
Carre,Marguerite,mcarre3@voila.fr,29,1946-03-27,97,3406.31
Allain,Théodore,tallain@tiscali.fr,36,1981-01-19,111,8397.9
Legros,Sylvie,slegros@yahoo.fr,94,1997-12-28,69,5709.45
Guilbert,Joseph,jguilbert@gmail.com,69,1959-07-14,93,3983.23
Leroux,Marine,mleroux@bouygtel.fr,2A,1978-04-03,31,3880.58
Vidal,Bertrand,bvidal@live.com,68,1971-12-15,137,2354.26
Gomes,Bernadette,bgomes1@laposte.net,2B,1977-08-15,63,8193.44
Lesage,Nathalie,nlesage@wanadoo.fr,89,1972-03-14,66,1123.47
Leroux,Paulette,pleroux1@yahoo.fr,70,1970-04-28,149,18575.25
Lecomte,Emmanuel,elecomte@orange.fr,25,1978-10-18,130,9508.2
Vasseur,Maurice,mvasseur@tele2.fr,63,1942-11-08,118,8344.18
Morin,Michelle,mmorin@sfr.fr,21,1973-10-19,86,3556.42
Leroy,Alix,aleroy1@sfr.fr,972,1994-07-15,37,446.21
Samson,Jules,jsamson@dbmail.com,37,1955-06-07,115,7255.7
Gay,Clémence,cgay1@tiscali.fr,49,1993-04-25,52,4970.95
Neveu,Franck,fneveu@laposte.net,11,1944-01-02,147,17139.98
Durand,Pénélope,pdurand@live.com,09,1969-12-19,34,3180.28
Letellier,Aimée,aletellier@ifrance.com,94,2001-03-14,86,11217.72
Perrin,Camille,cperrin@tiscali.fr,971,2004-12-17,74,7034.62
Morvan,Frédéric,fmorvan1@voila.fr,62,1992-03-31,44,4123.66
Maillard,Aimée,amaillard@laposte.net,74,1951-11-29,39,4115.66
Gautier,Denise,dgautier1@noos.fr,84,1980-06-17,98,1156.95
Lesage,Céline,clesage@live.com,25,1995-04-28,93,1838.31
Breton,Christophe,cbreton1@gmail.com,21,1997-12-21,59,7652.78
Thibault,Pénélope,pthibault1@orange.fr,25,1968-02-06,62,8802.46
Charpentier,Brigitte,bcharpentier@laposte.net,76,2004-08-12,83,5226.94
Reynaud,Luce,lreynaud@ifrance.com,85,1986-07-16,89,3237.38
Jacob,Grégoire,gjacob@dbmail.com,15,1957-06-26,36,1388.75
Gillet,Simone,sgillet@orange.fr,60,1998-02-07,24,3068.12
Marchand,Claire,cmarchand1@dbmail.com,68,1990-06-21,38,5103.78
Leconte,Denise,dleconte@sfr.fr,89,1997-07-18,22,937.44
Baudry,Brigitte,bbaudry@bouygtel.fr,46,1953-02-13,105,7382.9
Barbe,Lucie,lbarbe@yahoo.fr,50,1970-02-12,120,14478.64
Delaunay,Paulette,pdelaunay@wanadoo.fr,2A,1943-07-25,83,4638.03
Berger,Maryse,mberger1@noos.fr,04,1998-12-30,64,9083.61
Maurice,Bernadette,bmaurice@tiscali.fr,14,1962-03-24,125,18875.56
Lebon,Jacqueline,jlebon1@dbmail.com,87,1988-06-21,5,687.18
Hoareau,Michel,mhoareau@gmail.com,24,1963-01-15,39,185.78
Goncalves,Adrien,agoncalves@live.com,973,1983-06-24,92,13431.29
Brunel,Jérôme,jbrunel@noos.fr,36,1999-11-09,146,21043.76
Jacquot,Stéphane,sjacquot1@bouygtel.fr,971,2004-09-28,30,68.49
Goncalves,Adèle,agoncalves1@live.com,44,1991-02-19,10,839.61
Meyer,Anastasie,ameyer2@bouygtel.fr,74,1960-09-30,107,10481.51
Boutin,Laure,lboutin3@tiscali.fr,38,1964-11-18,10,435.96
Mendes,Nicolas,nmendes@yahoo.fr,37,1972-12-27,88,6681.54
Barre,Geneviève,gbarre@yahoo.fr,41,1971-12-16,45,4583.24
Guilbert,Éléonore,eguilbert@live.com,52,1959-05-15,51,6660.02
Auger,Michelle,mauger@bouygtel.fr,80,1990-01-22,76,4240.66
Georges,Martin,mgeorges1@yahoo.fr,974,1987-07-26,112,4397.68
Rossi,Hélène,hrossi@free.fr,52,1947-06-29,96,220.91
Leclerc,François,fleclerc@tiscali.fr,47,2003-08-30,59,1225.5
Lemoine,Andrée,alemoine2@orange.fr,91,2005-03-08,114,10101.23
Leroux,Dorothée,dleroux@voila.fr,63,1944-05-24,85,2831.3
Roche,Chantal,croche@noos.fr,31,1949-02-20,10,1255.79
Toussaint,Jeannine,jtoussaint@wanadoo.fr,80,1954-09-07,119,15335.76
Bruneau,Chantal,cbruneau2@sfr.fr,27,1976-08-24,122,3379.15
Marchand,Paul,pmarchand1@noos.fr,11,1949-10-25,146,15952.29
Rousset,Margaret,mrousset1@laposte.net,87,1978-03-03,21,2415.43
Morvan,Thérèse,tmorvan@tiscali.fr,43,1986-10-01,93,10678.93
Moreau,Richard,rmoreau@gmail.com,17,1958-02-07,3,339.16
Ledoux,Paulette,pledoux@orange.fr,76,1957-10-04,38,222.3
Boulanger,Henri,hboulanger@noos.fr,44,1950-05-29,135,2459.0
Tessier,Louis,ltessier1@sfr.fr,04,1946-07-08,131,1517.98
Barre,Renée,rbarre@dbmail.com,94,1993-01-08,123,561.62
Vincent,Chantal,cvincent@orange.fr,06,1950-11-05,131,8377.39
Renault,Manon,mrenault3@orange.fr,62,1977-11-07,13,1001.97
Guilbert,Guillaume,gguilbert@dbmail.com,49,1999-08-28,74,3590.21
Clement,Nathalie,nclement@noos.fr,10,1979-10-21,107,15490.46
Wagner,Élodie,ewagner@voila.fr,40,1953-10-21,14,296.37
Leroux,Luce,lleroux1@yahoo.fr,971,2004-02-07,83,614.41
Lebreton,Alice,alebreton@gmail.com,56,1961-06-09,122,8093.31
Martin,Arthur,amartin1@orange.fr,21,1981-04-22,96,571.99
Bodin,Guy,gbodin@bouygtel.fr,75,2004-03-25,4,606.21
Perrier,Nath,nperrier@bouygtel.fr,05,1949-04-13,84,12382.14
Ramos,Édouard,eramos@tiscali.fr,60,1961-11-29,118,5957.49
Georges,Aurélie,ageorges1@live.com,39,2001-01-17,108,14740.76
Lenoir,Gabriel,glenoir@orange.fr,48,1967-10-03,25,873.38
Blin,Émilie,eblin@noos.fr,73,1951-03-17,85,2565.33
Bousquet,Lucy,lbousquet1@ifrance.com,34,1970-10-07,57,7893.21
Lebreton,Guillaume,glebreton@hotmail.fr,57,1988-04-09,27,1628.62
Diallo,Célina,cdiallo@orange.fr,85,1973-07-27,143,7418.94
Clerc,Édouard,eclerc@noos.fr,92,1970-08-07,131,17334.99
Lenoir,Arnaude,alenoir2@yahoo.fr,44,2002-09-15,67,6812.58
Martins,Alfred,amartins3@live.com,60,1985-04-19,95,5903.64
Rousseau,Amélie,arousseau1@ifrance.com,26,1954-11-15,74,5615.68
Lacroix,Joséphine,jlacroix1@yahoo.fr,80,1969-05-16,27,983.42
Hamel,Catherine,chamel1@bouygtel.fr,80,1966-06-11,46,2490.58
Costa,Maggie,mcosta3@yahoo.fr,90,1972-12-28,51,6053.36
Camus,Laurent,lcamus@tele2.fr,08,1951-09-20,9,1034.99
Baron,Gabriel,gbaron@tiscali.fr,09,1956-02-14,150,1689.13
Etienne,Stéphane,setienne1@hotmail.fr,25,1965-06-03,8,930.54
Bailly,Marthe,mbailly@dbmail.com,2A,1951-09-07,60,8489.85
Marchal,Cécile,cmarchal1@tele2.fr,35,1940-05-29,49,2471.59
Leleu,Jean,jleleu1@ifrance.com,13,1961-01-16,27,126.56
Bouvier,Virginie,vbouvier@orange.fr,79,1974-05-06,150,10276.02
Bouchet,Emmanuelle,ebouchet1@live.com,14,1959-12-04,79,10078.34
Fournier,William,wfournier@ifrance.com,70,1971-04-18,147,6817.25
Bonnet,Aurélie,abonnet1@tele2.fr,24,1978-02-01,84,12180.3
Neveu,Brigitte,bneveu@free.fr,74,1967-11-15,15,1000.43
Joseph,Michelle,mjoseph@live.com,79,1946-10-28,60,5939.59
Hamel,Anaïs,ahamel1@hotmail.fr,10,1941-06-01,103,15368.63
Guichard,Susanne,sguichard@sfr.fr,30,1997-05-11,112,14994.73
Alves,Xavier,xalves@yahoo.fr,971,1992-09-13,19,804.97
Delannoy,Laurence,ldelannoy@tiscali.fr,25,1987-06-28,88,12084.3
Bonnet,Grégoire,gbonnet@ifrance.com,43,1976-07-11,107,11456.02
Pasquier,Laure,lpasquier1@tele2.fr,15,1945-04-28,93,12349.38
Denis,Constance,cdenis@live.com,03,1988-12-16,134,11701.24
Dumas,Bernard,bdumas1@dbmail.com,45,1980-11-02,28,2048.61
Gimenez,Lucie,lgimenez@orange.fr,46,1979-09-21,148,8515.15
Rodriguez,Dorothée,drodriguez4@orange.fr,82,1986-05-30,32,1163.4
Georges,Marine,mgeorges1@bouygtel.fr,08,1994-10-18,16,1020.57
Pons,Louis,lpons@tiscali.fr,95,1969-05-14,31,1142.31
Chevalier,Laure,lchevalier@gmail.com,76,1964-11-15,58,7577.02
Pereira,Bernadette,bpereira1@wanadoo.fr,91,1955-07-11,67,4537.74
Dumont,David,ddumont@dbmail.com,972,1997-02-06,71,10304.65
Bailly,Patrick,pbailly@tele2.fr,59,1992-09-30,92,2672.82
Wagner,Anastasie,awagner2@tele2.fr,42,2005-11-30,10,992.09
Martel,Constance,cmartel1@live.com,07,1978-07-31,6,846.35
Muller,Marie,mmuller@hotmail.fr,41,1947-12-02,70,8703.38
Barre,Céline,cbarre8@gmail.com,13,1948-06-04,105,7512.85
Cohen,Catherine,ccohen3@tele2.fr,44,1961-02-17,9,1015.59
Letellier,Alfred,aletellier1@ifrance.com,61,1974-02-10,19,645.16
Guyon,Margaret,mguyon3@ifrance.com,67,1988-06-16,133,3576.13
Chauvet,Luc,lchauvet1@tele2.fr,42,1953-09-07,127,7538.93
Brun,Alfred,abrun1@laposte.net,37,2001-01-18,103,8702.68
Breton,Diane,dbreton1@wanadoo.fr,89,1967-09-11,141,20240.45
Blanchet,Josette,jblanchet@sfr.fr,18,1980-08-28,32,65.64
Duval,Virginie,vduval@live.com,07,2001-06-21,78,9637.76
Michaud,Brigitte,bmichaud@voila.fr,74,1996-05-11,73,6736.39
Boutin,Marthe,mboutin3@dbmail.com,2B,1957-02-16,33,1680.13
Boyer,Margaret,mboyer@tiscali.fr,35,1955-10-14,20,2117.07
Guibert,William,wguibert@bouygtel.fr,33,1963-08-23,112,8082.28
Perrier,Noémi,nperrier@laposte.net,62,2002-03-29,90,5260.45
Jean,Élisabeth,ejean@free.fr,90,1956-08-16,72,7980.5
Teixeira,Thomas,tteixeira@bouygtel.fr,42,1945-03-07,52,4538.02
Pichon,Frédéric,fpichon@live.com,39,1968-07-31,48,2171.95
Faure,Luce,lfaure@ifrance.com,42,1942-02-28,37,4317.46
Guibert,Virginie,vguibert@gmail.com,48,1963-04-22,4,444.45
Salmon,Manon,msalmon1@dbmail.com,33,1967-07-27,53,6686.22
Raynaud,Nicole,nraynaud@yahoo.fr,68,1960-04-07,51,3854.01
Colin,Matthieu,mcolin9@tiscali.fr,91,1980-08-23,38,5088.35
Faivre,Marguerite,mfaivre@ifrance.com,51,1987-08-25,149,15632.84
Guerin,Élisabeth,eguerin@bouygtel.fr,24,1995-06-12,66,7522.54
Adam,Philippine,padam@free.fr,84,1945-01-03,7,774.22
Rousseau,Suzanne,srousseau1@live.com,10,1965-03-13,115,5698.47
Voisin,Arthur,avoisin3@wanadoo.fr,48,1980-05-31,99,10309.16
Merle,Théodore,tmerle1@wanadoo.fr,11,1982-09-28,99,8545.62
Pasquier,Sophie,spasquier@ifrance.com,06,1990-03-08,96,9027.8
Brunel,Rémy,rbrunel@ifrance.com,95,1941-03-05,94,1812.08
Pottier,Thérèse,tpottier@gmail.com,01,1999-09-23,18,283.1
Martinez,Noémi,nmartinez@tele2.fr,23,1997-03-30,43,2659.38
Fabre,Guillaume,gfabre@dbmail.com,64,1985-05-13,54,6748.12
Moreno,Aimée,amoreno2@dbmail.com,80,1946-07-04,18,1599.13
Morel,Stéphanie,smorel1@orange.fr,72,1965-02-04,127,11191.25
Roger,Benoît,broger@voila.fr,46,1973-02-04,133,641.73
Chartier,Patricia,pchartier@voila.fr,55,1982-01-24,32,1076.91
Weber,Martine,mweber1@yahoo.fr,66,1988-12-16,49,7117.36
Baron,Adélaïde,abaron3@hotmail.fr,36,1950-12-16,90,12979.71
Bouchet,Théodore,tbouchet@tiscali.fr,23,1959-05-20,16,1161.67
Guichard,Olivier,oguichard@voila.fr,02,1966-07-15,117,14025.92
Georges,Alex,ageorges2@hotmail.fr,33,1962-09-04,33,4186.22
Lombard,Joséphine,jlombard@dbmail.com,32,1941-10-06,111,10351.69
Moreno,Gilbert,gmoreno@yahoo.fr,44,1964-09-09,37,2794.69
Pires,Claire,cpires2@orange.fr,62,1979-01-22,85,2962.73
Millet,Jérôme,jmillet1@gmail.com,42,1996-09-02,97,7200.97
Mace,Sylvie,smace@free.fr,64,1970-04-21,127,11818.42
Berger,Émilie,eberger@hotmail.fr,12,1974-09-29,32,1487.62
Hoarau,Stéphane,shoarau1@ifrance.com,972,2005-08-29,104,9465.97
Dupre,Madeleine,mdupre@noos.fr,44,2004-10-10,21,1361.87
Rousseau,Laurence,lrousseau2@hotmail.fr,36,1969-04-02,126,10226.61
Grondin,Luce,lgrondin1@gmail.com,57,1977-08-12,133,15915.08
Gomes,Christiane,cgomes1@tiscali.fr,86,2000-07-07,116,9094.0
Fouquet,Victor,vfouquet@tiscali.fr,52,1969-11-03,103,11713.61
Martins,Pauline,pmartins@free.fr,47,2003-08-26,12,646.06
Martineau,Nicolas,nmartineau@tiscali.fr,51,1977-06-20,65,3177.28
Besson,Pauline,pbesson1@live.com,31,1993-07-20,79,10156.16
Seguin,Isabelle,iseguin@tiscali.fr,46,1988-09-16,97,2353.52
Ruiz,Laurent,lruiz1@hotmail.fr,47,1960-09-23,98,8472.09
Gauthier,Georges,ggauthier@dbmail.com,19,1975-03-31,87,6463.29
Berger,Julien,jberger@laposte.net,64,2000-03-04,102,1623.58
Dufour,Océane,odufour@dbmail.com,08,1980-01-17,70,5476.99
Delaunay,Matthieu,mdelaunay@hotmail.fr,971,1955-12-12,117,5375.57
Joly,Bertrand,bjoly1@hotmail.fr,69,1995-08-09,27,2048.31
Voisin,Marcel,mvoisin5@sfr.fr,91,1961-11-09,122,1179.7
Pruvost,Émile,epruvost1@free.fr,52,1985-05-11,136,8385.21
Collet,Margaux,mcollet@voila.fr,68,2003-12-15,84,9628.2
